TAREFA;DESCRICAO DAS TAREFAS;INICIO;DT. CRIAÇÃO DA TAREFA (PRIMAVERA);NECESSIDADE;Nº MRP;DT.MAT.PROJ.;DATA MRP;STATUS TRF;PRODUTO;MATERIAL;PART NUMBER;DESCRICAO;UM;QTDE EMP.;QTDE REQ.;SALDO EMPENHO;SOLIC/EMP;ARMZ;STATUS;OUTROS AMZ;NUM.SOLIC.;ITEM;FORNECEDOR;PEDIDO;DT.PEDIDO;ITEM;QTDE RECEB.;QTDE PEDIDO;VLR UNIT;VLR TOTAL;OBS.;Falta Qtde. Pedido;CUSTO EMPENHADO;CUSTO REQUISITADO;CHEGADA MIAMI;CHEGADA BRASIL;CHEGADA DIGEX;NOTA FISCAL;SERIE;DATA NF;LIB.ESTOQUE;LOCAL;QTDE LIB.;REF.IMP.;END.;OBSERVACAO;EDT;MAT. ALTERNATIVO;WBS;ATA;ZONA/AREA;SKILL
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS030200000003;Digex;ICQL MP 213 V;SOLVENT;L;0,3;0;0,3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;6,57;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000389;Digex;BR127;PRIMER;UN;0,3;0;0,3;SC+EMPENHO;01;-;;040983;0026;-;-;-;-;-;-;-;-;-;-;3172,09;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000599;Digex;BMS10-103TYPE1;PRIMER CHROME FREE;KT;0,1;0;0,1;SC+EMPENHO;02;-;;040983;0027;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000665;Digex;AC130-2;KIT SURFACE;KT;1;0;1;SC+EMPENHO;01;-;;040983;0028;-;-;-;-;-;-;-;-;-;-;1202,61;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000848;Digex;PRD262;TRANSPARENT METERING GLASS;CX;2;0;2;EMPENHO;01;-;;032981;0001;000019-TANBY;042803;02/05/2023;0002;10;240;R$  .645833;R$  155;-;0;6,13;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000988;Digex;0512X310XXIKG22;COMPOSITE PRIMER;UN;0,1;0;0,1;SC+EMPENHO;01;-;;040983;0029;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300001299;Digex;BMS10-60 TYPE II - GRAY - BAC7;GRAY PAINT - BAC707;L;0,1;0;0,1;SC+EMPENHO;01;-;;040983;0030;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000034;Digex;DISCO ROLOC S. BRITE VERM. 2;DISCO ROLOC S. BRITE VERM. 2;UN;3;0;3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;24,29;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000184;Digex;LIXA COM VELCRO GR:120;LIXA COM VELCRO 120;UN;3;0;3;EMPENHO;01;-;;023268;0010;000020-TINTAS JD;031968;04/10/2017;0010;0;200;R$  2.03;R$  406;-;0;8,55;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000218;Digex;AF163;ADHESIVE FILM;M2;0,3;0;0,3;SC+EMPENHO;01;-;;040983;0031;-;-;-;-;-;-;-;-;-;-;505,34;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000225;Digex;LIXA COM VELCRO 180;LIXA COM VELCRO 180;UN;3;0;3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;6,86;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700001851;Digex;TEROSTAT 81;TACKY TAPE;RL;3;0;3;SC+EMPENHO;01;-;;040983;0033;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700002152;Digex;HS-8171;FILM VACUUM BAG;MT;0,3;0;0,3;SC+EMPENHO;01;-;OC = 2;040983;0034;-;-;-;-;-;-;-;-;-;-;249,55;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700003721;Digex;DISCO SPEEDLOK GRAO 120;DISCO SPEEDLOK GRAO 120;UN;3;0;3;EMPENHO;01;-;98 = 1;-;-;-;-;-;-;-;-;-;-;-;-;19,74;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS090000000344;Digex;ALODINE 1200S;CONVERSION COATING, HEXAVALENT CR ALODINE 1200S;L;0,3;0;0,3;SC+EMPENHO;01;-;;040983;0035;-;-;-;-;-;-;-;-;-;-;433,52;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS030900000031;Digex;KCP WIPER WYPALL X60 JMB 1X185;KCP WIPER WYPALL X-60 JUMBO 1X185M;RL;0,2;0;0,2;SC+EMPENHO;01;-;;040983;0054;-;-;-;-;-;-;-;-;-;-;47,8;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080100000452;Digex;PS890 B1/2;SEALANT;SK;1;0;1;EMPENHO;01;-;;020662;0003;001269-KLX AEROSPACE;028711;22/03/2016;0017;41;50;$64,99;$3.249,50;-;0;310,95;0;12/10/2016;13/10/2016;14/10/2016;-;-;-;-;-;-;IMP04516;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;MP000100000605;Digex;2024T3 -0.016;ALUMINUM SHEET 2024-T3-0.0;UN;0,3;0;0,3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;46,07;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388003;RH WING - SPOILER 10 - UPPER SKIN - WS 406 - DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;MP000100000610;Digex;2024T3 -0.020;CHAPA DE ALUMINIO 2024-T3-0.02;UN;0,3;0;0,3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;34,8;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS030200000003;Digex;ICQL MP 213 V;SOLVENT;L;0,3;0;0,3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;6,57;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000389;Digex;BR127;PRIMER;UN;0,3;0;0,3;SC+EMPENHO;01;-;;040983;0026;-;-;-;-;-;-;-;-;-;-;3172,09;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000599;Digex;BMS10-103TYPE1;PRIMER CHROME FREE;KT;0,1;0;0,1;SC+EMPENHO;02;-;;040983;0027;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000665;Digex;AC130-2;KIT SURFACE;KT;1;0;1;SC+EMPENHO;01;-;;040983;0028;-;-;-;-;-;-;-;-;-;-;1202,61;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000848;Digex;PRD262;TRANSPARENT METERING GLASS;CX;3;0;3;EMPENHO;01;-;;032981;0001;000019-TANBY;042803;02/05/2023;0002;10;240;R$  .645833;R$  155;-;0;9,2;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000988;Digex;0512X310XXIKG22;COMPOSITE PRIMER;UN;0,1;0;0,1;SC+EMPENHO;01;-;;040983;0029;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300001299;Digex;BMS10-60 TYPE II - GRAY - BAC7;GRAY PAINT - BAC707;L;0,1;0;0,1;SC+EMPENHO;01;-;;040983;0030;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000034;Digex;DISCO ROLOC S. BRITE VERM. 2;DISCO ROLOC S. BRITE VERM. 2;UN;3;0;3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;24,29;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000184;Digex;LIXA COM VELCRO GR:120;LIXA COM VELCRO 120;UN;3;0;3;EMPENHO;01;-;;023268;0010;000020-TINTAS JD;031968;04/10/2017;0010;0;200;R$  2.03;R$  406;-;0;8,55;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000218;Digex;AF163;ADHESIVE FILM;M2;0,4;0;0,4;SC+EMPENHO;01;-;;040983;0031;-;-;-;-;-;-;-;-;-;-;673,79;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000225;Digex;LIXA COM VELCRO 180;LIXA COM VELCRO 180;UN;3;0;3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;6,86;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700001851;Digex;TEROSTAT 81;TACKY TAPE;RL;3;0;3;SC+EMPENHO;01;-;;040983;0033;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700002152;Digex;HS-8171;FILM VACUUM BAG;MT;0,2;0;0,2;SC+EMPENHO;01;-;OC = 2;040983;0034;-;-;-;-;-;-;-;-;-;-;166,36;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700003721;Digex;DISCO SPEEDLOK GRAO 120;DISCO SPEEDLOK GRAO 120;UN;3;0;3;EMPENHO;01;-;98 = 1;-;-;-;-;-;-;-;-;-;-;-;-;19,74;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS090000000344;Digex;ALODINE 1200S;CONVERSION COATING, HEXAVALENT CR ALODINE 1200S;L;0,2;0;0,2;SC+EMPENHO;01;-;;040983;0035;-;-;-;-;-;-;-;-;-;-;289,01;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS030900000031;Digex;KCP WIPER WYPALL X60 JMB 1X185;KCP WIPER WYPALL X-60 JUMBO 1X185M;RL;0,3;0;0,3;SC+EMPENHO;01;-;;040983;0054;-;-;-;-;-;-;-;-;-;-;71,7;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080100000452;Digex;PS890 B1/2;SEALANT;SK;1;0;1;EMPENHO;01;-;;020662;0003;001269-KLX AEROSPACE;028711;22/03/2016;0017;41;50;$64,99;$3.249,50;-;0;310,95;0;12/10/2016;13/10/2016;14/10/2016;-;-;-;-;-;-;IMP04516;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;MP000100000605;Digex;2024T3 -0.016;ALUMINUM SHEET 2024-T3-0.0;UN;0,2;0;0,2;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;30,72;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370388004;RH WING - SPOILER 12 - UPPER SKIN - WS 458 - DENT AND DELAMINATION;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;MP000100000610;Digex;2024T3 -0.020;CHAPA DE ALUMINIO 2024-T3-0.02;UN;0,2;0;0,2;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;23,2;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS030200000003;Digex;ICQL MP 213 V;SOLVENT;L;0,3;0;0,3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;6,57;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080100001102;Digex;PS890B2-60Z;SEALANT;SK;1;0;1;EMPENHO;01;-;;036087;0002;-;-;-;-;-;-;-;-;-;-;451,67;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000389;Digex;BR127;PRIMER;UN;0,3;0;0,3;SC+EMPENHO;01;-;;040983;0026;-;-;-;-;-;-;-;-;-;-;3172,09;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000599;Digex;BMS10-103TYPE1;PRIMER CHROME FREE;KT;0,1;0;0,1;SC+EMPENHO;02;-;;040983;0027;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000665;Digex;AC130-2;KIT SURFACE;KT;1;0;1;SC+EMPENHO;01;-;;040983;0028;-;-;-;-;-;-;-;-;-;-;1202,61;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000848;Digex;PRD262;TRANSPARENT METERING GLASS;CX;5;0;5;EMPENHO;01;-;;032981;0001;000019-TANBY;042803;02/05/2023;0002;10;240;R$  .645833;R$  155;-;0;15,34;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000988;Digex;0512X310XXIKG22;COMPOSITE PRIMER;UN;0,1;0;0,1;SC+EMPENHO;01;-;;040983;0029;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300001299;Digex;BMS10-60 TYPE II - GRAY - BAC7;GRAY PAINT - BAC707;L;0,1;0;0,1;SC+EMPENHO;01;-;;040983;0030;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000218;Digex;AF163;ADHESIVE FILM;M2;0,5;0;0,5;SC+EMPENHO;01;-;;040983;0031;-;-;-;-;-;-;-;-;-;-;842,23;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000225;Digex;LIXA COM VELCRO 180;LIXA COM VELCRO 180;UN;3;0;3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;6,86;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700001851;Digex;TEROSTAT 81;TACKY TAPE;RL;3;0;3;SC+EMPENHO;01;-;;040983;0033;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700003721;Digex;DISCO SPEEDLOK GRAO 120;DISCO SPEEDLOK GRAO 120;UN;2;0;2;EMPENHO;01;-;98 = 1;-;-;-;-;-;-;-;-;-;-;-;-;13,16;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS090000000344;Digex;ALODINE 1200S;CONVERSION COATING, HEXAVALENT CR ALODINE 1200S;L;0,3;0;0,3;SC+EMPENHO;01;-;;040983;0035;-;-;-;-;-;-;-;-;-;-;433,52;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;MP000100000066;Digex;7075T6-0,020;SHEET ALUMINUM 7075T6-0,020 AMS4049L;M2;0,5;0;0,5;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;427,36;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370404001;LH WING - MAIN FLAP INBOARD - EDGE WEDGE - WS 278.50 - DELAMINATIONS ON THE UPPER SKIN - D;25/02/2026;02/03/2026;13/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS030900000031;Digex;KCP WIPER WYPALL X60 JMB 1X185;KCP WIPER WYPALL X-60 JUMBO 1X185M;RL;0,2;0;0,2;SC+EMPENHO;01;-;;040983;0054;-;-;-;-;-;-;-;-;-;-;47,8;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
